observation_date,NFCI
1973-01-05,-0.14897
1973-01-12,-0.04793
1973-01-19,0.08058
1973-01-26,0.23213
1973-02-02,0.40013
1973-02-09,0.57453
1973-02-16,0.74386
1973-02-23,0.89847
1973-03-02,1.02915
1973-03-09,1.13061
1973-03-16,1.20019
1973-03-23,1.24109
1973-03-30,1.25710
1973-04-06,1.25280
1973-04-13,1.23542
1973-04-20,1.21009
1973-04-27,1.18219
1973-05-04,1.15473
1973-05-11,1.13108
1973-05-18,1.11320
1973-05-25,1.10332
1973-06-01,1.10414
1973-06-08,1.11887
1973-06-15,1.14948
1973-06-22,1.19835
1973-06-29,1.26746
1973-07-06,1.35601
1973-07-13,1.46278
1973-07-20,1.58319
1973-07-27,1.71310
1973-08-03,1.84532
1973-08-10,1.97440
1973-08-17,2.09483
1973-08-24,2.20144
1973-08-31,2.28893
1973-09-07,2.35248
1973-09-14,2.38964
1973-09-21,2.40117
1973-09-28,2.38873
1973-10-05,2.35467
1973-10-12,2.30758
1973-10-19,2.25318
1973-10-26,2.20082
1973-11-02,2.15628
1973-11-09,2.12354
1973-11-16,2.10287
1973-11-23,2.08761
1973-11-30,2.06864
1973-12-07,2.03349
1973-12-14,1.97304
1973-12-21,1.88045
1973-12-28,1.75397
1974-01-04,1.59441
1974-01-11,1.41272
1974-01-18,1.21806
1974-01-25,1.02267
1974-02-01,0.83972
1974-02-08,0.68045
1974-02-15,0.55478
1974-02-22,0.47120
1974-03-01,0.43501
1974-03-08,0.44956
1974-03-15,0.51697
1974-03-22,0.63620
1974-03-29,0.80438
1974-04-05,1.01738
1974-04-12,1.27090
1974-04-19,1.55854
1974-04-26,1.87465
1974-05-03,2.21204
1974-05-10,2.56553
1974-05-17,2.92784
1974-05-24,3.28978
1974-05-31,3.64458
1974-06-07,3.98396
1974-06-14,4.29772
1974-06-21,4.57690
1974-06-28,4.81011
1974-07-05,4.98671
1974-07-12,5.10098
1974-07-19,5.15155
1974-07-26,5.14350
1974-08-02,5.08683
1974-08-09,4.99003
1974-08-16,4.86786
1974-08-23,4.72837
1974-08-30,4.58086
1974-09-06,4.42862
1974-09-13,4.27372
1974-09-20,4.11627
1974-09-27,3.95146
1974-10-04,3.77939
1974-10-11,3.59942
1974-10-18,3.41973
1974-10-25,3.24876
1974-11-01,3.09383
1974-11-08,2.96219
1974-11-15,2.85599
1974-11-22,2.77117
1974-11-29,2.70351
1974-12-06,2.64362
1974-12-13,2.58191
1974-12-20,2.51134
1974-12-27,2.42312
1975-01-03,2.31424
1975-01-10,2.18337
1975-01-17,2.03497
1975-01-24,1.87530
1975-01-31,1.71049
1975-02-07,1.54669
1975-02-14,1.39071
1975-02-21,1.24446
1975-02-28,1.10904
1975-03-07,0.98495
1975-03-14,0.87079
1975-03-21,0.76496
1975-03-28,0.66451
1975-04-04,0.56679
1975-04-11,0.47074
1975-04-18,0.37595
1975-04-25,0.28230
1975-05-02,0.19255
1975-05-09,0.10852
1975-05-16,0.03261
1975-05-23,-0.03381
1975-05-30,-0.08746
1975-06-06,-0.12794
1975-06-13,-0.15552
1975-06-20,-0.17185
1975-06-27,-0.17879
1975-07-04,-0.17889
1975-07-11,-0.17498
1975-07-18,-0.16918
1975-07-25,-0.16164
1975-08-01,-0.15228
1975-08-08,-0.14003
1975-08-15,-0.12463
1975-08-22,-0.10466
1975-08-29,-0.07992
1975-09-05,-0.05126
1975-09-12,-0.01922
1975-09-19,0.01495
1975-09-26,0.04854
1975-10-03,0.08017
1975-10-10,0.10620
1975-10-17,0.12561
1975-10-24,0.13742
1975-10-31,0.14080
1975-11-07,0.13434
1975-11-14,0.11758
1975-11-21,0.08999
1975-11-28,0.05128
1975-12-05,0.00155
1975-12-12,-0.05763
1975-12-19,-0.12416
1975-12-26,-0.19614
1976-01-02,-0.27098
1976-01-09,-0.34546
1976-01-16,-0.41632
1976-01-23,-0.48177
1976-01-30,-0.54039
1976-02-06,-0.59161
1976-02-13,-0.63466
1976-02-20,-0.67072
1976-02-27,-0.70009
1976-03-05,-0.72305
1976-03-12,-0.73911
1976-03-19,-0.74833
1976-03-26,-0.75000
1976-04-02,-0.74329
1976-04-09,-0.72788
1976-04-16,-0.70372
1976-04-23,-0.67218
1976-04-30,-0.63498
1976-05-07,-0.59480
1976-05-14,-0.55512
1976-05-21,-0.51958
1976-05-28,-0.49112
1976-06-04,-0.47268
1976-06-11,-0.46566
1976-06-18,-0.46953
1976-06-25,-0.48400
1976-07-02,-0.50672
1976-07-09,-0.53505
1976-07-16,-0.56625
1976-07-23,-0.59820
1976-07-30,-0.62843
1976-08-06,-0.65537
1976-08-13,-0.67840
1976-08-20,-0.69684
1976-08-27,-0.71050
1976-09-03,-0.71975
1976-09-10,-0.72485
1976-09-17,-0.72652
1976-09-24,-0.72531
1976-10-01,-0.72106
1976-10-08,-0.71495
1976-10-15,-0.70744
1976-10-22,-0.69861
1976-10-29,-0.68874
1976-11-05,-0.67928
1976-11-12,-0.67123
1976-11-19,-0.66586
1976-11-26,-0.66514
1976-12-03,-0.67005
1976-12-10,-0.68245
1976-12-17,-0.70169
1976-12-24,-0.72785
1976-12-31,-0.75993
1977-01-07,-0.79640
1977-01-14,-0.83357
1977-01-21,-0.86930
1977-01-28,-0.90091
1977-02-04,-0.92573
1977-02-11,-0.94216
1977-02-18,-0.94937
1977-02-25,-0.94697
1977-03-04,-0.93511
1977-03-11,-0.91520
1977-03-18,-0.88814
1977-03-25,-0.85542
1977-04-01,-0.81859
1977-04-08,-0.77913
1977-04-15,-0.73767
1977-04-22,-0.69590
1977-04-29,-0.65459
1977-05-06,-0.61555
1977-05-13,-0.57996
1977-05-20,-0.54945
1977-05-27,-0.52486
1977-06-03,-0.50714
1977-06-10,-0.49627
1977-06-17,-0.49120
1977-06-24,-0.49119
1977-07-01,-0.49496
1977-07-08,-0.50110
1977-07-15,-0.50726
1977-07-22,-0.51215
1977-07-29,-0.51424
1977-08-05,-0.51276
1977-08-12,-0.50775
1977-08-19,-0.49893
1977-08-26,-0.48707
1977-09-02,-0.47183
1977-09-09,-0.45324
1977-09-16,-0.43105
1977-09-23,-0.40612
1977-09-30,-0.37897
1977-10-07,-0.35122
1977-10-14,-0.32351
1977-10-21,-0.29694
1977-10-28,-0.27291
1977-11-04,-0.25209
1977-11-11,-0.23578
1977-11-18,-0.22463
1977-11-25,-0.21913
1977-12-02,-0.21896
1977-12-09,-0.22409
1977-12-16,-0.23326
1977-12-23,-0.24603
1977-12-30,-0.26035
1978-01-06,-0.27465
1978-01-13,-0.28647
1978-01-20,-0.29356
1978-01-27,-0.29402
1978-02-03,-0.28660
1978-02-10,-0.27101
1978-02-17,-0.24652
1978-02-24,-0.21352
1978-03-03,-0.17299
1978-03-10,-0.12596
1978-03-17,-0.07386
1978-03-24,-0.01808
1978-03-31,0.04023
1978-04-07,0.10020
1978-04-14,0.16153
1978-04-21,0.22385
1978-04-28,0.28662
1978-05-05,0.34816
1978-05-12,0.40767
1978-05-19,0.46360
1978-05-26,0.51432
1978-06-02,0.55874
1978-06-09,0.59484
1978-06-16,0.62173
1978-06-23,0.63785
1978-06-30,0.64248
1978-07-07,0.63559
1978-07-14,0.61808
1978-07-21,0.59226
1978-07-28,0.56049
1978-08-04,0.52638
1978-08-11,0.49542
1978-08-18,0.47428
1978-08-25,0.47003
1978-09-01,0.48866
1978-09-08,0.53609
1978-09-15,0.61553
1978-09-22,0.72689
1978-09-29,0.86843
1978-10-06,1.03303
1978-10-13,1.21295
1978-10-20,1.39661
1978-10-27,1.57282
1978-11-03,1.72806
1978-11-10,1.85471
1978-11-17,1.94551
1978-11-24,1.99393
1978-12-01,2.00233
1978-12-08,1.97174
1978-12-15,1.90585
1978-12-22,1.81089
1978-12-29,1.69237
1979-01-05,1.55654
1979-01-12,1.41028
1979-01-19,1.25956
1979-01-26,1.11017
1979-02-02,0.96648
1979-02-09,0.83197
1979-02-16,0.70839
1979-02-23,0.59744
1979-03-02,0.50122
1979-03-09,0.41968
1979-03-16,0.35392
1979-03-23,0.30351
1979-03-30,0.26865
1979-04-06,0.24858
1979-04-13,0.24257
1979-04-20,0.25014
1979-04-27,0.27036
1979-05-04,0.30216
1979-05-11,0.34448
1979-05-18,0.39664
1979-05-25,0.45773
1979-06-01,0.52643
1979-06-08,0.60068
1979-06-15,0.67847
1979-06-22,0.75761
1979-06-29,0.83708
1979-07-06,0.91545
1979-07-13,0.99369
1979-07-20,1.07396
1979-07-27,1.15779
1979-08-03,1.24691
1979-08-10,1.34241
1979-08-17,1.44582
1979-08-24,1.55685
1979-08-31,1.67441
1979-09-07,1.79637
1979-09-14,1.92101
1979-09-21,2.04452
1979-09-28,2.16181
1979-10-05,2.26876
1979-10-12,2.36031
1979-10-19,2.43140
1979-10-26,2.47785
1979-11-02,2.49731
1979-11-09,2.48540
1979-11-16,2.44445
1979-11-23,2.37668
1979-11-30,2.28773
1979-12-07,2.18457
1979-12-14,2.07519
1979-12-21,1.96917
1979-12-28,1.87298
1980-01-04,1.79517
1980-01-11,1.74594
1980-01-18,1.73183
1980-01-25,1.76148
1980-02-01,1.84147
1980-02-08,1.97331
1980-02-15,2.15680
1980-02-22,2.38672
1980-02-29,2.65283
1980-03-07,2.93744
1980-03-14,3.22464
1980-03-21,3.49027
1980-03-28,3.71149
1980-04-04,3.87514
1980-04-11,3.96333
1980-04-18,3.97065
1980-04-25,3.89829
1980-05-02,3.75140
1980-05-09,3.54072
1980-05-16,3.28285
1980-05-23,2.99231
1980-05-30,2.68224
1980-06-06,2.36780
1980-06-13,2.05923
1980-06-20,1.76371
1980-06-27,1.49323
1980-07-04,1.25796
1980-07-11,1.06363
1980-07-18,0.91836
1980-07-25,0.81965
1980-08-01,0.76621
1980-08-08,0.75392
1980-08-15,0.77319
1980-08-22,0.81448
1980-08-29,0.87496
1980-09-05,0.94793
1980-09-12,1.02642
1980-09-19,1.11432
1980-09-26,1.21166
1980-10-03,1.32210
1980-10-10,1.44721
1980-10-17,1.59735
1980-10-24,1.76966
1980-10-31,1.96703
1980-11-07,2.18422
1980-11-14,2.40983
1980-11-21,2.63671
1980-11-28,2.85399
1980-12-05,3.03928
1980-12-12,3.18056
1980-12-19,3.27487
1980-12-26,3.30068
1981-01-02,3.26795
1981-01-09,3.17821
1981-01-16,3.04367
1981-01-23,2.87361
1981-01-30,2.68403
1981-02-06,2.48403
1981-02-13,2.29021
1981-02-20,2.11453
1981-02-27,1.95708
1981-03-06,1.83016
1981-03-13,1.73604
1981-03-20,1.67747
1981-03-27,1.65635
1981-04-03,1.67314
1981-04-10,1.72323
1981-04-17,1.80790
1981-04-24,1.91531
1981-05-01,2.04347
1981-05-08,2.19082
1981-05-15,2.34987
1981-05-22,2.51471
1981-05-29,2.68690
1981-06-05,2.85392
1981-06-12,3.01593
1981-06-19,3.16280
1981-06-26,3.28891
1981-07-03,3.38771
1981-07-10,3.45751
1981-07-17,3.49708
1981-07-24,3.50434
1981-07-31,3.48669
1981-08-07,3.44368
1981-08-14,3.38221
1981-08-21,3.30902
1981-08-28,3.23232
1981-09-04,3.15508
1981-09-11,3.08501
1981-09-18,3.01923
1981-09-25,2.95822
1981-10-02,2.90478
1981-10-09,2.85103
1981-10-16,2.79942
1981-10-23,2.74656
1981-10-30,2.68808
1981-11-06,2.61978
1981-11-13,2.54330
1981-11-20,2.45850
1981-11-27,2.37043
1981-12-04,2.28489
1981-12-11,2.20345
1981-12-18,2.12674
1981-12-25,2.05852
1982-01-01,1.99712
1982-01-08,1.94607
1982-01-15,1.91141
1982-01-22,1.89214
1982-01-29,1.89205
1982-02-05,1.90402
1982-02-12,1.92821
1982-02-19,1.95985
1982-02-26,1.99441
1982-03-05,2.02541
1982-03-12,2.05200
1982-03-19,2.07609
1982-03-26,2.09690
1982-04-02,2.11494
1982-04-09,2.13702
1982-04-16,2.16424
1982-04-23,2.19915
1982-04-30,2.24592
1982-05-07,2.30692
1982-05-14,2.38365
1982-05-21,2.47492
1982-05-28,2.57228
1982-06-04,2.66849
1982-06-11,2.75986
1982-06-18,2.83736
1982-06-25,2.89540
1982-07-02,2.93356
1982-07-09,2.95654
1982-07-16,2.96924
1982-07-23,2.98519
1982-07-30,3.01361
1982-08-06,3.06275
1982-08-13,3.13402
1982-08-20,3.21876
1982-08-27,3.30749
1982-09-03,3.38302
1982-09-10,3.42646
1982-09-17,3.42098
1982-09-24,3.34979
1982-10-01,3.20713
1982-10-08,2.99702
1982-10-15,2.73239
1982-10-22,2.43498
1982-10-29,2.12653
1982-11-05,1.82736
1982-11-12,1.55261
1982-11-19,1.31261
1982-11-26,1.11171
1982-12-03,0.94722
1982-12-10,0.81411
1982-12-17,0.70527
1982-12-24,0.61049
1982-12-31,0.52466
1983-01-07,0.44410
1983-01-14,0.36821
1983-01-21,0.29696
1983-01-28,0.23200
1983-02-04,0.17423
1983-02-11,0.12515
1983-02-18,0.08617
1983-02-25,0.05727
1983-03-04,0.03594
1983-03-11,0.02170
1983-03-18,0.01184
1983-03-25,0.00175
1983-04-01,-0.01038
1983-04-08,-0.02704
1983-04-15,-0.04922
1983-04-22,-0.07644
1983-04-29,-0.10709
1983-05-06,-0.13830
1983-05-13,-0.16655
1983-05-20,-0.18873
1983-05-27,-0.20450
1983-06-03,-0.21101
1983-06-10,-0.20924
1983-06-17,-0.20072
1983-06-24,-0.18637
1983-07-01,-0.16746
1983-07-08,-0.14740
1983-07-15,-0.12735
1983-07-22,-0.11027
1983-07-29,-0.09732
1983-08-05,-0.08953
1983-08-12,-0.08673
1983-08-19,-0.08899
1983-08-26,-0.09376
1983-09-02,-0.09940
1983-09-09,-0.10393
1983-09-16,-0.10556
1983-09-23,-0.10183
1983-09-30,-0.09247
1983-10-07,-0.07659
1983-10-14,-0.05516
1983-10-21,-0.02876
1983-10-28,-0.00155
1983-11-04,0.02632
1983-11-11,0.05117
1983-11-18,0.07217
1983-11-25,0.08795
1983-12-02,0.09696
1983-12-09,0.09850
1983-12-16,0.09178
1983-12-23,0.07536
1983-12-30,0.04909
1984-01-06,0.01596
1984-01-13,-0.02269
1984-01-20,-0.06458
1984-01-27,-0.10551
1984-02-03,-0.14256
1984-02-10,-0.17324
1984-02-17,-0.19449
1984-02-24,-0.20519
1984-03-02,-0.20349
1984-03-09,-0.18786
1984-03-16,-0.15685
1984-03-23,-0.10967
1984-03-30,-0.04544
1984-04-06,0.03539
1984-04-13,0.13085
1984-04-20,0.23958
1984-04-27,0.35956
1984-05-04,0.48651
1984-05-11,0.61663
1984-05-18,0.74387
1984-05-25,0.86261
1984-06-01,0.96895
1984-06-08,1.05746
1984-06-15,1.12595
1984-06-22,1.17068
1984-06-29,1.18827
1984-07-06,1.17599
1984-07-13,1.13472
1984-07-20,1.07041
1984-07-27,0.98911
1984-08-03,0.89882
1984-08-10,0.80672
1984-08-17,0.71805
1984-08-24,0.63469
1984-08-31,0.55824
1984-09-07,0.49001
1984-09-14,0.42781
1984-09-21,0.36904
1984-09-28,0.31235
1984-10-05,0.25713
1984-10-12,0.20225
1984-10-19,0.14830
1984-10-26,0.09690
1984-11-02,0.04861
1984-11-09,0.00303
1984-11-16,-0.04095
1984-11-23,-0.08325
1984-11-30,-0.12517
1984-12-07,-0.16585
1984-12-14,-0.20712
1984-12-21,-0.24850
1984-12-28,-0.28830
1985-01-04,-0.32621
1985-01-11,-0.35886
1985-01-18,-0.38307
1985-01-25,-0.39768
1985-02-01,-0.40168
1985-02-08,-0.39526
1985-02-15,-0.38114
1985-02-22,-0.36182
1985-03-01,-0.33993
1985-03-08,-0.31904
1985-03-15,-0.30233
1985-03-22,-0.29113
1985-03-29,-0.28711
1985-04-05,-0.29207
1985-04-12,-0.30532
1985-04-19,-0.32610
1985-04-26,-0.35232
1985-05-03,-0.38077
1985-05-10,-0.41040
1985-05-17,-0.43669
1985-05-24,-0.45825
1985-05-31,-0.47339
1985-06-07,-0.48068
1985-06-14,-0.47916
1985-06-21,-0.46957
1985-06-28,-0.45218
1985-07-05,-0.42891
1985-07-12,-0.40078
1985-07-19,-0.36834
1985-07-26,-0.33253
1985-08-02,-0.29520
1985-08-09,-0.25753
1985-08-16,-0.22165
1985-08-23,-0.18991
1985-08-30,-0.16460
1985-09-06,-0.14763
1985-09-13,-0.14081
1985-09-20,-0.14570
1985-09-27,-0.16122
1985-10-04,-0.18668
1985-10-11,-0.21868
1985-10-18,-0.25359
1985-10-25,-0.28757
1985-11-01,-0.31682
1985-11-08,-0.33833
1985-11-15,-0.35058
1985-11-22,-0.35253
1985-11-29,-0.34574
1985-12-06,-0.33240
1985-12-13,-0.31531
1985-12-20,-0.29808
1985-12-27,-0.28212
1986-01-03,-0.27121
1986-01-10,-0.26547
1986-01-17,-0.26529
1986-01-24,-0.27032
1986-01-31,-0.27980
1986-02-07,-0.29107
1986-02-14,-0.30243
1986-02-21,-0.31261
1986-02-28,-0.32106
1986-03-07,-0.32826
1986-03-14,-0.33559
1986-03-21,-0.34427
1986-03-28,-0.35623
1986-04-04,-0.37336
1986-04-11,-0.39463
1986-04-18,-0.41860
1986-04-25,-0.44362
1986-05-02,-0.46617
1986-05-09,-0.48419
1986-05-16,-0.49596
1986-05-23,-0.50073
1986-05-30,-0.49889
1986-06-06,-0.49175
1986-06-13,-0.48108
1986-06-20,-0.47058
1986-06-27,-0.46426
1986-07-04,-0.46453
1986-07-11,-0.47242
1986-07-18,-0.48863
1986-07-25,-0.51150
1986-08-01,-0.53771
1986-08-08,-0.56337
1986-08-15,-0.58612
1986-08-22,-0.60225
1986-08-29,-0.60973
1986-09-05,-0.60861
1986-09-12,-0.59932
1986-09-19,-0.58670
1986-09-26,-0.57317
1986-10-03,-0.56175
1986-10-10,-0.55497
1986-10-17,-0.55339
1986-10-24,-0.55549
1986-10-31,-0.56005
1986-11-07,-0.56555
1986-11-14,-0.56993
1986-11-21,-0.57057
1986-11-28,-0.56735
1986-12-05,-0.56001
1986-12-12,-0.54985
1986-12-19,-0.53756
1986-12-26,-0.52482
1987-01-02,-0.51534
1987-01-09,-0.50808
1987-01-16,-0.50405
1987-01-23,-0.50256
1987-01-30,-0.50230
1987-02-06,-0.50044
1987-02-13,-0.49372
1987-02-20,-0.47845
1987-02-27,-0.45328
1987-03-06,-0.41485
1987-03-13,-0.35892
1987-03-20,-0.28383
1987-03-27,-0.18995
1987-04-03,-0.07848
1987-04-10,0.04421
1987-04-17,0.17249
1987-04-24,0.29683
1987-05-01,0.40682
1987-05-08,0.49849
1987-05-15,0.56395
1987-05-22,0.60316
1987-05-29,0.61058
1987-06-05,0.59087
1987-06-12,0.54859
1987-06-19,0.48600
1987-06-26,0.41263
1987-07-03,0.33264
1987-07-10,0.25241
1987-07-17,0.17393
1987-07-24,0.10145
1987-07-31,0.04048
1987-08-07,-0.00251
1987-08-14,-0.02424
1987-08-21,-0.01479
1987-08-28,0.02816
1987-09-04,0.10538
1987-09-11,0.21036
1987-09-18,0.33871
1987-09-25,0.48142
1987-10-02,0.63207
1987-10-09,0.77780
1987-10-16,0.90844
1987-10-23,1.01567
1987-10-30,1.09241
1987-11-06,1.13175
1987-11-13,1.14222
1987-11-20,1.13006
1987-11-27,1.09748
1987-12-04,1.05018
1987-12-11,0.98546
1987-12-18,0.90958
1987-12-25,0.82247
1988-01-01,0.72848
1988-01-08,0.63078
1988-01-15,0.53529
1988-01-22,0.44218
1988-01-29,0.35530
1988-02-05,0.27740
1988-02-12,0.21209
1988-02-19,0.16219
1988-02-26,0.12699
1988-03-04,0.10663
1988-03-11,0.10064
1988-03-18,0.10818
1988-03-25,0.12500
1988-04-01,0.14947
1988-04-08,0.17797
1988-04-15,0.20426
1988-04-22,0.22656
1988-04-29,0.24075
1988-05-06,0.24771
1988-05-13,0.24973
1988-05-20,0.24878
1988-05-27,0.24788
1988-06-03,0.25067
1988-06-10,0.25850
1988-06-17,0.27284
1988-06-24,0.29450
1988-07-01,0.32214
1988-07-08,0.35213
1988-07-15,0.38112
1988-07-22,0.40583
1988-07-29,0.42213
1988-08-05,0.42910
1988-08-12,0.42588
1988-08-19,0.41291
1988-08-26,0.39067
1988-09-02,0.36266
1988-09-09,0.33091
1988-09-16,0.29985
1988-09-23,0.27222
1988-09-30,0.24827
1988-10-07,0.22773
1988-10-14,0.20999
1988-10-21,0.19457
1988-10-28,0.18132
1988-11-04,0.17013
1988-11-11,0.16156
1988-11-18,0.15476
1988-11-25,0.15021
1988-12-02,0.14625
1988-12-09,0.14336
1988-12-16,0.14024
1988-12-23,0.13835
1988-12-30,0.13743
1989-01-06,0.13966
1989-01-13,0.14635
1989-01-20,0.15957
1989-01-27,0.18259
1989-02-03,0.21840
1989-02-10,0.26790
1989-02-17,0.33099
1989-02-24,0.40343
1989-03-03,0.48163
1989-03-10,0.55794
1989-03-17,0.62703
1989-03-24,0.68126
1989-03-31,0.71479
1989-04-07,0.72477
1989-04-14,0.71000
1989-04-21,0.67084
1989-04-28,0.61592
1989-05-05,0.54838
1989-05-12,0.47842
1989-05-19,0.41186
1989-05-26,0.35605
1989-06-02,0.31417
1989-06-09,0.28672
1989-06-16,0.27029
1989-06-23,0.26080
1989-06-30,0.25258
1989-07-07,0.24313
1989-07-14,0.22981
1989-07-21,0.21538
1989-07-28,0.20306
1989-08-04,0.19513
1989-08-11,0.19684
1989-08-18,0.20881
1989-08-25,0.23095
1989-09-01,0.26176
1989-09-08,0.29631
1989-09-15,0.33042
1989-09-22,0.35741
1989-09-29,0.37461
1989-10-06,0.37787
1989-10-13,0.36514
1989-10-20,0.33717
1989-10-27,0.29628
1989-11-03,0.24644
1989-11-10,0.19371
1989-11-17,0.14217
1989-11-24,0.09678
1989-12-01,0.06056
1989-12-08,0.03558
1989-12-15,0.02176
1989-12-22,0.01821
1989-12-29,0.02216
1990-01-05,0.03196
1990-01-12,0.04357
1990-01-19,0.05323
1990-01-26,0.06019
1990-02-02,0.06173
1990-02-09,0.05861
1990-02-16,0.05256
1990-02-23,0.04575
1990-03-02,0.04098
1990-03-09,0.04007
1990-03-16,0.04561
1990-03-23,0.05659
1990-03-30,0.07182
1990-04-06,0.08874
1990-04-13,0.10165
1990-04-20,0.10863
1990-04-27,0.10607
1990-05-04,0.09156
1990-05-11,0.06593
1990-05-18,0.03086
1990-05-25,-0.01036
1990-06-01,-0.05366
1990-06-08,-0.09386
1990-06-15,-0.12697
1990-06-22,-0.15011
1990-06-29,-0.16040
1990-07-06,-0.15736
1990-07-13,-0.14221
1990-07-20,-0.11562
1990-07-27,-0.07934
1990-08-03,-0.03572
1990-08-10,0.01406
